city,state,family,residuals,weather_var
Cayambe,Pichincha,CELEBRATION,-380.2837702282922,temp
Cayambe,Pichincha,CLEANING,1396.8708234112837,temp
Cayambe,Pichincha,DAIRY,59.37524037241451,temp
Cayambe,Pichincha,DELI,4.856815186902168,temp
Cayambe,Pichincha,EGGS,-238.4118621010837,temp
Cayambe,Pichincha,FROZEN FOODS,-294.8087755268788,temp
Cayambe,Pichincha,GROCERY I,5652.347205036725,temp
Cayambe,Pichincha,GROCERY II,-372.90567835550064,temp
Cayambe,Pichincha,HARDWARE,-388.1565617477268,temp
Cayambe,Pichincha,HOME AND KITCHEN I,-368.687480475642,temp
Cayambe,Pichincha,HOME AND KITCHEN II,-376.95073135903425,temp
Cayambe,Pichincha,HOME APPLIANCES,-388.45073135903425,temp
Cayambe,Pichincha,HOME CARE,-91.73253347917557,temp
Cayambe,Pichincha,LADIESWEAR,-381.9533815357127,temp
Cayambe,Pichincha,LAWN AND GARDEN,-387.60532499861023,temp
Cayambe,Pichincha,LINGERIE,-378.7298833024971,temp
Cayambe,Pichincha,"LIQUOR,WINE,BEER",-346.8676924897763,temp
Cayambe,Pichincha,MAGAZINES,-387.681296730059,temp
Cayambe,Pichincha,MEATS,229.15987516923428,temp
Cayambe,Pichincha,PERSONAL CARE,-43.305855033945875,temp
Cayambe,Pichincha,PET SUPPLIES,-387.90126139436995,temp
Cayambe,Pichincha,PLAYERS AND ELECTRONICS,-382.07352287846885,temp
Cayambe,Pichincha,POULTRY,89.07155142365121,temp
Cayambe,Pichincha,PREPARED FOODS,-337.3630706099176,temp
Cayambe,Pichincha,PRODUCE,362.3069283582802,temp
Cayambe,Pichincha,SCHOOL AND OFFICE SUPPLIES,-385.42687976892825,temp
Cayambe,Pichincha,SEAFOOD,-381.67157941557133,temp
Cuenca,Azuay,AUTOMOTIVE,-380.532983236207,temp
Cuenca,Azuay,BABY CARE,-384.7818053799054,temp
Cuenca,Azuay,BEAUTY,-381.8963519052293,temp
Cuenca,Azuay,BEVERAGES,1245.997052099482,temp
Cuenca,Azuay,BOOKS,-384.7573648616487,temp
Cuenca,Azuay,BREAD/BAKERY,81.25459066249744,temp
Cuenca,Azuay,CELEBRATION,-378.78828358956383,temp
Cuenca,Azuay,CLEANING,455.679325362144,temp
Cuenca,Azuay,DAIRY,170.88456682268588,temp
Cuenca,Azuay,DELI,-261.1833600418607,temp
Cuenca,Azuay,EGGS,-188.21613989109505,temp
Cuenca,Azuay,FROZEN FOODS,-266.28392039845664,temp
Cuenca,Azuay,GROCERY I,2516.8908783656775,temp
Cuenca,Azuay,GROCERY II,-356.50383129274405,temp
Cuenca,Azuay,HARDWARE,-383.5644908922729,temp
Cuenca,Azuay,HOME AND KITCHEN I,-368.7997676885038,temp
Cuenca,Azuay,HOME AND KITCHEN II,-372.632217629611,temp
Cuenca,Azuay,HOME APPLIANCES,-384.6060103269019,temp
Cuenca,Azuay,HOME CARE,-249.39016815964627,temp
Cuenca,Azuay,LADIESWEAR,-377.2667877120609,temp
Cuenca,Azuay,LAWN AND GARDEN,-374.8857511985155,temp
Cuenca,Azuay,LINGERIE,-380.12338370734943,temp
Cuenca,Azuay,"LIQUOR,WINE,BEER",-319.8624885365603,temp
Cuenca,Azuay,MAGAZINES,-381.8939961926262,temp
Cuenca,Azuay,MEATS,-178.16988977478172,temp
Cuenca,Azuay,PERSONAL CARE,-190.6702034953353,temp
Cuenca,Azuay,PET SUPPLIES,-381.0954096201881,temp
Cuenca,Azuay,PLAYERS AND ELECTRONICS,-380.3533601502234,temp
Cuenca,Azuay,POULTRY,-211.84788067878648,temp
Cuenca,Azuay,PREPARED FOODS,-306.71789839580646,temp
Cuenca,Azuay,PRODUCE,926.0376323821674,temp
Cuenca,Azuay,SCHOOL AND OFFICE SUPPLIES,-384.11690549769105,temp
Cuenca,Azuay,SEAFOOD,-372.46842776370994,temp
Daule,Guayas,AUTOMOTIVE,-223.24580621226357,temp
Daule,Guayas,BABY CARE,-226.92425144194556,temp
Daule,Guayas,BEAUTY,-224.08767900378302,temp
Daule,Guayas,BEVERAGES,1775.8363492647682,temp
Daule,Guayas,BOOKS,-226.94368607092082,temp
Daule,Guayas,BREAD/BAKERY,294.39039695028055,temp
Daule,Guayas,CELEBRATION,-218.93838571756393,temp
Daule,Guayas,CLEANING,452.9644411375598,temp
Daule,Guayas,DAIRY,449.7285754131781,temp
Daule,Guayas,DELI,-8.225996406609852,temp
Daule,Guayas,EGGS,-44.98255532887134,temp
Daule,Guayas,FROZEN FOODS,-102.94866488717524,temp
Daule,Guayas,GROCERY I,2534.4529570386194,temp
Daule,Guayas,GROCERY II,-209.52319137127418,temp
Daule,Guayas,HARDWARE,-225.46753766102682,temp
Daule,Guayas,HOME AND KITCHEN I,-216.66806769636253,temp
Daule,Guayas,HOME AND KITCHEN II,-215.56824437480776,temp
Daule,Guayas,HOME APPLIANCES,-226.65746698964873,temp
Daule,Guayas,HOME CARE,-112.42248465749326,temp
Daule,Guayas,LADIESWEAR,-223.94633624759928,temp
Daule,Guayas,LAWN AND GARDEN,-216.0585270603201,temp
Daule,Guayas,LINGERIE,-222.02584154795264,temp
Daule,Guayas,"LIQUOR,WINE,BEER",-122.38273200731658,temp
Daule,Guayas,MAGAZINES,-225.23255532887134,temp
Daule,Guayas,MEATS,16.195909259467868,temp
Daule,Guayas,PERSONAL CARE,-56.89598289070881,temp
Daule,Guayas,PET SUPPLIES,-222.45693695431305,temp
Daule,Guayas,PLAYERS AND ELECTRONICS,-222.4799051521929,temp
Daule,Guayas,POULTRY,112.92402634957386,temp
Daule,Guayas,PREPARED FOODS,-149.60616925996675,temp
Daule,Guayas,PRODUCE,1282.276125766535,temp
Daule,Guayas,SCHOOL AND OFFICE SUPPLIES,-226.52672494017878,temp
Daule,Guayas,SEAFOOD,-205.69321787701622,temp
El Carmen,Manabi,AUTOMOTIVE,-237.22738400129398,temp
El Carmen,Manabi,BABY CARE,-241.92526385995123,temp
El Carmen,Manabi,BEAUTY,-241.55158894829046,temp
El Carmen,Manabi,BEVERAGES,891.8689057513561,temp
El Carmen,Manabi,BOOKS,-242.06572322390883,temp
El Carmen,Manabi,BREAD/BAKERY,-52.61872675747773,temp
El Carmen,Manabi,CELEBRATION,-239.5436384182551,temp
El Carmen,Manabi,CLEANING,634.3247361400488,temp
El Carmen,Manabi,DAIRY,-87.22650060906784,temp
El Carmen,Manabi,DELI,-79.7903036126014,temp
El Carmen,Manabi,EGGS,-179.27243700482757,temp
El Carmen,Manabi,FROZEN FOODS,-213.67384427673568,temp
El Carmen,Manabi,GROCERY I,2016.8065744792714,temp
El Carmen,Manabi,GROCERY II,-234.93851474334346,temp
El Carmen,Manabi,HARDWARE,-241.48356774687704,temp
El Carmen,Manabi,HOME AND KITCHEN I,-229.40582923097597,temp
El Carmen,Manabi,HOME AND KITCHEN II,-234.47826739352013,temp
El Carmen,Manabi,HOME APPLIANCES,-241.8952285242622,temp
El Carmen,Manabi,HOME CARE,-132.61165961966856,temp
El Carmen,Manabi,LADIESWEAR,-242.06572322390883,temp
El Carmen,Manabi,LAWN AND GARDEN,-242.06572322390883,temp
El Carmen,Manabi,LINGERIE,-238.41642993768974,temp
El Carmen,Manabi,"LIQUOR,WINE,BEER",-220.5560059094212,temp
El Carmen,Manabi,MAGAZINES,-241.70971615677104,temp
El Carmen,Manabi,MEATS,-194.39932554104664,temp
El Carmen,Manabi,PERSONAL CARE,-90.58250767620567,temp
El Carmen,Manabi,PET SUPPLIES,-241.97826739352013,temp
El Carmen,Manabi,PLAYERS AND ELECTRONICS,-240.3987620931668,temp
El Carmen,Manabi,POULTRY,-194.13314175924452,temp
El Carmen,Manabi,PREPARED FOODS,-183.56925679281343,temp
El Carmen,Manabi,PRODUCE,81.16220708527845,temp
El Carmen,Manabi,SCHOOL AND OFFICE SUPPLIES,-241.56307304723038,temp
El Carmen,Manabi,SEAFOOD,-240.39434513203605,temp
Esmeraldas,Esmeraldas,AUTOMOTIVE,-217.27398884198135,temp
Esmeraldas,Esmeraldas,BABY CARE,-222.50720438968455,temp
Esmeraldas,Esmeraldas,BEAUTY,-221.51073795858912,temp
Esmeraldas,Esmeraldas,BEVERAGES,2563.3700040908807,temp
Esmeraldas,Esmeraldas,BOOKS,-222.55667435434884,temp
Esmeraldas,Esmeraldas,BREAD/BAKERY,60.26929737709992,temp
Esmeraldas,Esmeraldas,CELEBRATION,-217.8897132236068,temp
Esmeraldas,Esmeraldas,CLEANING,712.3311348329303,temp
Esmeraldas,Esmeraldas,DAIRY,96.5351984371706,temp
Esmeraldas,Esmeraldas,DELI,-5.814114283677469,temp
Esmeraldas,Esmeraldas,EGGS,-87.83405951335945,temp
Esmeraldas,Esmeraldas,FROZEN FOODS,-175.47744008049725,temp
Esmeraldas,Esmeraldas,GROCERY I,2854.8266657516588,temp
Esmeraldas,Esmeraldas,GROCERY II,-218.83052594445485,temp
Esmeraldas,Esmeraldas,HARDWARE,-221.4223987359743,temp
Esmeraldas,Esmeraldas,HOME AND KITCHEN I,-208.73158601512623,temp
Esmeraldas,Esmeraldas,HOME AND KITCHEN II,-213.30667435434884,temp
Esmeraldas,Esmeraldas,HOME APPLIANCES,-222.42769908933118,temp
Esmeraldas,Esmeraldas,HOME CARE,-96.22893583844778,temp
Esmeraldas,Esmeraldas,LADIESWEAR,-222.55667435434884,temp
Esmeraldas,Esmeraldas,LAWN AND GARDEN,-221.7404199373877,temp
Esmeraldas,Esmeraldas,LINGERIE,-219.23865315293543,temp
Esmeraldas,Esmeraldas,"LIQUOR,WINE,BEER",-148.7218687006386,temp
Esmeraldas,Esmeraldas,MAGAZINES,-221.51692170417218,temp
Esmeraldas,Esmeraldas,MEATS,-76.44014216618629,temp
Esmeraldas,Esmeraldas,PERSONAL CARE,-17.66356481371281,temp
Esmeraldas,Esmeraldas,PET SUPPLIES,-221.9701019161863,temp
Esmeraldas,Esmeraldas,PLAYERS AND ELECTRONICS,-220.06992523774107,temp
Esmeraldas,Esmeraldas,POULTRY,-68.61414345505554,temp
Esmeraldas,Esmeraldas,PREPARED FOODS,-162.87537046830644,temp
Esmeraldas,Esmeraldas,PRODUCE,246.1721273859339,temp
Esmeraldas,Esmeraldas,SCHOOL AND OFFICE SUPPLIES,-221.0522573932181,temp
Esmeraldas,Esmeraldas,SEAFOOD,-221.9064976759036,temp
Guaranda,Bolivar,AUTOMOTIVE,-400.3497517124265,temp
Guaranda,Bolivar,BABY CARE,-405.77289658875156,temp
Guaranda,Bolivar,BEAUTY,-404.5361474721438,temp
Guaranda,Bolivar,BEVERAGES,1338.7129691356301,temp
Guaranda,Bolivar,BOOKS,-405.86741955694947,temp
Guaranda,Bolivar,BREAD/BAKERY,-243.9027552459954,temp
Guaranda,Bolivar,CELEBRATION,-400.90098846154314,temp
Guaranda,Bolivar,CLEANING,404.1405309730859,temp
Guaranda,Bolivar,DAIRY,-158.41158916825688,temp
Guaranda,Bolivar,DELI,-162.02996372656077,temp
Guaranda,Bolivar,EGGS,-346.52996372656077,temp
Guaranda,Bolivar,FROZEN FOODS,-346.8522057477622,temp
Guaranda,Bolivar,GROCERY I,2259.959983269906,temp
Guaranda,Bolivar,GROCERY II,-396.6156527724972,temp
Guaranda,Bolivar,HARDWARE,-404.8091156700237,temp
Guaranda,Bolivar,HOME AND KITCHEN I,-392.78703086436997,temp
Guaranda,Bolivar,HOME AND KITCHEN II,-398.27289658875156,temp
Guaranda,Bolivar,HOME APPLIANCES,-405.73226054634875,temp
Guaranda,Bolivar,HOME CARE,-300.00346195977636,temp
Guaranda,Bolivar,LADIESWEAR,-401.72342662408727,temp
Guaranda,Bolivar,LAWN AND GARDEN,-405.86123581136644,temp
Guaranda,Bolivar,LINGERIE,-401.840917790165,temp
Guaranda,Bolivar,"LIQUOR,WINE,BEER",-374.92395665942297,temp
Guaranda,Bolivar,MAGAZINES,-404.9857941152534,temp
Guaranda,Bolivar,MEATS,-277.7092358405184,temp
Guaranda,Bolivar,PERSONAL CARE,-244.3479849279742,temp
Guaranda,Bolivar,PET SUPPLIES,-405.38332061702016,temp
Guaranda,Bolivar,PLAYERS AND ELECTRONICS,-403.46547609405195,temp
Guaranda,Bolivar,POULTRY,-304.93037058345124,temp
Guaranda,Bolivar,PREPARED FOODS,-375.0979849279742,temp
Guaranda,Bolivar,PRODUCE,-164.57794832903429,temp
Guaranda,Bolivar,SCHOOL AND OFFICE SUPPLIES,-405.3974548926385,temp
Guaranda,Bolivar,SEAFOOD,-401.74639482196716,temp
Guayaquil,Guayas,AUTOMOTIVE,-221.93068719159626,temp
Guayaquil,Guayas,BABY CARE,-225.4207490290521,temp
Guayaquil,Guayas,BEAUTY,-223.591354152727,temp
Guayaquil,Guayas,BEVERAGES,1462.1957483207711,temp
Guayaquil,Guayas,BOOKS,-225.46271015979414,temp
Guayaquil,Guayas,BREAD/BAKERY,184.86708068384542,temp
Guayaquil,Guayas,CELEBRATION,-219.88684885237365,temp
Guayaquil,Guayas,CLEANING,505.77746210168993,temp
Guayaquil,Guayas,DAIRY,309.89020503455214,temp
Guayaquil,Guayas,DELI,-48.42524084950263,temp
Guayaquil,Guayas,EGGS,-73.55679143187896,temp
Guayaquil,Guayas,FROZEN FOODS,-108.1426734894651,temp
Guayaquil,Guayas,GROCERY I,2383.0278823755416,temp
Guayaquil,Guayas,GROCERY II,-215.35007765096023,temp
Guayaquil,Guayas,HARDWARE,-224.52167659088957,temp
Guayaquil,Guayas,HOME AND KITCHEN I,-211.78371280997084,temp
Guayaquil,Guayas,HOME AND KITCHEN II,-213.94559443541254,temp
Guayaquil,Guayas,HOME APPLIANCES,-225.09908383470582,temp
Guayaquil,Guayas,HOME CARE,-113.25411917039486,temp
Guayaquil,Guayas,LADIESWEAR,-223.86730379937012,temp
Guayaquil,Guayas,LAWN AND GARDEN,-221.19868630820406,temp
Guayaquil,Guayas,LINGERIE,-220.2709036226917,temp
Guayaquil,Guayas,"LIQUOR,WINE,BEER",-153.2187834813489,temp
Guayaquil,Guayas,MAGAZINES,-223.7644990290521,temp
Guayaquil,Guayas,MEATS,4.665601290735879,temp
Guayaquil,Guayas,PERSONAL CARE,-38.28006881703797,temp
Guayaquil,Guayas,PET SUPPLIES,-222.3329619265786,temp
Guayaquil,Guayas,PLAYERS AND ELECTRONICS,-222.31076669689662,temp
Guayaquil,Guayas,POULTRY,36.28255359992316,temp
Guayaquil,Guayas,PREPARED FOODS,-169.7329639329832,temp
Guayaquil,Guayas,PRODUCE,804.7394415650292,temp
Guayaquil,Guayas,SCHOOL AND OFFICE SUPPLIES,-223.47607146721464,temp
Guayaquil,Guayas,SEAFOOD,-210.73199503255256,temp
Ibarra,Imbabura,AUTOMOTIVE,-372.66505155425887,temp
Ibarra,Imbabura,BABY CARE,-374.01134130690906,temp
Ibarra,Imbabura,BEAUTY,-373.17565226097264,temp
Ibarra,Imbabura,BEVERAGES,841.3199307778966,temp
Ibarra,Imbabura,BOOKS,-374.97335544118465,temp
Ibarra,Imbabura,BREAD/BAKERY,-220.36999855072528,temp
Ibarra,Imbabura,CELEBRATION,-372.14826710196206,temp
Ibarra,Imbabura,CLEANING,494.2183406718895,temp
Ibarra,Imbabura,DAIRY,-70.19243671326944,temp
Ibarra,Imbabura,DELI,-98.98307275567231,temp
Ibarra,Imbabura,EGGS,-296.87618229630834,temp
Ibarra,Imbabura,FROZEN FOODS,-309.0717423669797,temp
Ibarra,Imbabura,GROCERY I,2346.71010657295,temp
Ibarra,Imbabura,GROCERY II,-365.2339561478984,temp
Ibarra,Imbabura,HARDWARE,-374.1465003175097,temp
Ibarra,Imbabura,HOME AND KITCHEN I,-343.48042257899385,temp
Ibarra,Imbabura,HOME AND KITCHEN II,-364.75427416909986,temp
Ibarra,Imbabura,HOME APPLIANCES,-374.8558642751069,temp
Ibarra,Imbabura,HOME CARE,-229.279009151432,temp
Ibarra,Imbabura,LADIESWEAR,-370.01487487581363,temp
Ibarra,Imbabura,LAWN AND GARDEN,-374.97335544118465,temp
Ibarra,Imbabura,LINGERIE,-370.2330727556723,temp
Ibarra,Imbabura,"LIQUOR,WINE,BEER",-350.87706568853446,temp
Ibarra,Imbabura,MAGAZINES,-374.27459219030123,temp
Ibarra,Imbabura,MEATS,-243.45718769295144,temp
Ibarra,Imbabura,PERSONAL CARE,-198.95568759666168,temp
Ibarra,Imbabura,PET SUPPLIES,-374.62883247298674,temp
Ibarra,Imbabura,PLAYERS AND ELECTRONICS,-372.3894331797006,temp
Ibarra,Imbabura,POULTRY,-249.0516485348242,temp
Ibarra,Imbabura,PREPARED FOODS,-343.72865579454157,temp
Ibarra,Imbabura,PRODUCE,31.632869620652855,temp
Ibarra,Imbabura,SCHOOL AND OFFICE SUPPLIES,-374.56787840938256,temp
Ibarra,Imbabura,SEAFOOD,-369.68360279100796,temp
Latacunga,Cotopaxi,AUTOMOTIVE,-396.54268921276514,temp
Latacunga,Cotopaxi,BABY CARE,-400.9092969866167,temp
Latacunga,Cotopaxi,BEAUTY,-399.97731818803015,temp
Latacunga,Cotopaxi,BEVERAGES,776.0019220946554,temp
Latacunga,Cotopaxi,BOOKS,-400.9570001668287,temp
Latacunga,Cotopaxi,BREAD/BAKERY,-234.90046306435522,temp
Latacunga,Cotopaxi,CELEBRATION,-396.4322651844966,temp
Latacunga,Cotopaxi,CLEANING,323.83849453281795,temp
Latacunga,Cotopaxi,DAIRY,-124.59083408909021,temp
Latacunga,Cotopaxi,DELI,-235.50116977813613,temp
Latacunga,Cotopaxi,EGGS,-343.0939259618817,temp
Latacunga,Cotopaxi,FROZEN FOODS,-361.4342634132952,temp
Latacunga,Cotopaxi,GROCERY I,2070.844327571687,temp
Latacunga,Cotopaxi,GROCERY II,-394.6442793187722,temp
Latacunga,Cotopaxi,HARDWARE,-400.2736962799029,temp
Latacunga,Cotopaxi,HOME AND KITCHEN I,-391.51442066152833,temp
Latacunga,Cotopaxi,HOME AND KITCHEN II,-393.74984468979693,temp
Latacunga,Cotopaxi,HOME APPLIANCES,-400.7781132410337,temp
Latacunga,Cotopaxi,HOME CARE,-301.0289966332598,temp
Latacunga,Cotopaxi,LADIESWEAR,-399.3324418629418,temp
Latacunga,Cotopaxi,LAWN AND GARDEN,-400.9508164212457,temp
Latacunga,Cotopaxi,LINGERIE,-396.48173514916084,temp
Latacunga,Cotopaxi,"LIQUOR,WINE,BEER",-368.51751253431985,temp
Latacunga,Cotopaxi,MAGAZINES,-400.45523338237643,temp
Latacunga,Cotopaxi,MEATS,-248.14688290225274,temp
Latacunga,Cotopaxi,PERSONAL CARE,-247.66459733997362,temp
Latacunga,Cotopaxi,PET SUPPLIES,-400.66327225163434,temp
Latacunga,Cotopaxi,PLAYERS AND ELECTRONICS,-398.49896129757076,temp
Latacunga,Cotopaxi,POULTRY,-263.3251049601149,temp
Latacunga,Cotopaxi,PREPARED FOODS,-370.7661874459807,temp
Latacunga,Cotopaxi,PRODUCE,-246.52270684527394,temp
Latacunga,Cotopaxi,SCHOOL AND OFFICE SUPPLIES,-400.49012737530927,temp
Latacunga,Cotopaxi,SEAFOOD,-398.63500370039765,temp
Libertad,Guayas,AUTOMOTIVE,-233.89305091508817,temp
Libertad,Guayas,BABY CARE,-237.14923466067123,temp
Libertad,Guayas,BEAUTY,-236.01495904229665,temp
Libertad,Guayas,BEVERAGES,1570.5592459046998,temp
Libertad,Guayas,BOOKS,-237.1889873108479,temp
Libertad,Guayas,BREAD/BAKERY,194.7394579188341,temp
Libertad,Guayas,CELEBRATION,-232.9186692896465,temp
Libertad,Guayas,CLEANING,527.6926381308482,temp
Libertad,Guayas,DAIRY,217.39493495063618,temp
Libertad,Guayas,DELI,-51.278268206607606,temp
Libertad,Guayas,EGGS,-131.44340427197864,temp
Libertad,Guayas,FROZEN FOODS,-158.14441411120123,temp
Libertad,Guayas,GROCERY I,2762.4819808870316,temp
Libertad,Guayas,GROCERY II,-231.9955244133214,temp
Libertad,Guayas,HARDWARE,-236.7455244133214,temp
Libertad,Guayas,HOME AND KITCHEN I,-217.67308625077723,temp
Libertad,Guayas,HOME AND KITCHEN II,-227.3497646960069,temp
Libertad,Guayas,HOME APPLIANCES,-237.02025939565354,temp
Libertad,Guayas,HOME CARE,-104.86036540272067,temp
Libertad,Guayas,LADIESWEAR,-237.14835126844505,temp
Libertad,Guayas,LAWN AND GARDEN,-230.21548907763236,temp
Libertad,Guayas,LINGERIE,-234.39835126844505,temp
Libertad,Guayas,"LIQUOR,WINE,BEER",-151.159835367385,temp
Libertad,Guayas,MAGAZINES,-236.7163724698585,temp
Libertad,Guayas,MEATS,-45.42862324812705,temp
Libertad,Guayas,PERSONAL CARE,-32.92926999636026,temp
Libertad,Guayas,PET SUPPLIES,-236.08651381261467,temp
Libertad,Guayas,PLAYERS AND ELECTRONICS,-234.47785656879842,temp
Libertad,Guayas,POULTRY,-129.22531943893978,temp
Libertad,Guayas,PREPARED FOODS,-190.59473111120124,temp
Libertad,Guayas,PRODUCE,647.1369159488695,temp
Libertad,Guayas,SCHOOL AND OFFICE SUPPLIES,-232.83474702816238,temp
Libertad,Guayas,SEAFOOD,-236.36822379494683,temp
Loja,Loja,AUTOMOTIVE,-331.6367364598321,temp
Loja,Loja,BABY CARE,-336.78161278492047,temp
Loja,Loja,BEAUTY,-332.8840862831537,temp
Loja,Loja,BEVERAGES,1154.2316380984716,temp
Loja,Loja,BOOKS,-336.713591583507,temp
Loja,Loja,BREAD/BAKERY,125.73804004193465,temp
Loja,Loja,CELEBRATION,-328.5448636683127,temp
Loja,Loja,CLEANING,576.4171504659629,temp
Loja,Loja,DAIRY,377.93393491825975,temp
Loja,Loja,DELI,-190.30068265947875,temp
Loja,Loja,EGGS,-239.67825589446107,temp
Loja,Loja,FROZEN FOODS,-121.73737718686391,temp
Loja,Loja,GROCERY I,2914.0867847415816,temp
Loja,Loja,GROCERY II,-312.326665788454,temp
Loja,Loja,HARDWARE,-335.3354997107155,temp
Loja,Loja,HOME AND KITCHEN I,-316.58108274958477,temp
Loja,Loja,HOME AND KITCHEN II,-321.13938663651055,temp
Loja,Loja,HOME APPLIANCES,-336.6844396400441,temp
Loja,Loja,HOME CARE,-170.33991667184625,temp
Loja,Loja,LADIESWEAR,-324.9556410534717,temp
Loja,Loja,LAWN AND GARDEN,-329.3372664951678,temp
Loja,Loja,LINGERIE,-324.3222488273233,temp
Loja,Loja,"LIQUOR,WINE,BEER",-261.6093513008215,temp
Loja,Loja,MAGAZINES,-332.8849696753798,temp
Loja,Loja,MEATS,-160.5688144960512,temp
Loja,Loja,PERSONAL CARE,-45.849633986333856,temp
Loja,Loja,PET SUPPLIES,-333.5925668485247,temp
Loja,Loja,PLAYERS AND ELECTRONICS,-331.83461631848934,temp
Loja,Loja,POULTRY,-198.85479358174024,temp
Loja,Loja,PREPARED FOODS,-228.83428941124555,temp
Loja,Loja,PRODUCE,1011.7017844765636,temp
Loja,Loja,SCHOOL AND OFFICE SUPPLIES,-336.4962770958745,temp
